Namespace(bidirection=True, checkpoint='checkpoint', crf=True, epoch=100, gpu=['1'], seed=1, weighted_tag=False)
word table length: 55004

----------- Epoch: 0 / 100  -----------
Iter  0    loss: tensor([510.6261], device='cuda:0', grad_fn=<AddBackward0>)
Iter  1300    loss: tensor([1.9238], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1400    loss: tensor([2.2598], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1500    loss: tensor([2.3446], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1600    loss: tensor([2.7205], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1700    loss: tensor([2.4792], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1800    loss: tensor([2.6307], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1900    loss: tensor([2.3878], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2000    loss: tensor([2.3497], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2100    loss: tensor([2.5940], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2200    loss: tensor([2.0442], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2300    loss: tensor([2.6700], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2400    loss: tensor([2.3267], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2500    loss: tensor([2.4573], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2600    loss: tensor([2.0052], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2700    loss: tensor([1.9348], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2800    loss: tensor([1.9737], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2900    loss: tensor([2.2354], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3000    loss: tensor([2.2448], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3100    loss: tensor([2.3498], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3200    loss: tensor([2.5513], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3300    loss: tensor([2.4020], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3400    loss: tensor([2.1143], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3500    loss: tensor([1.7840], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3600    loss: tensor([2.0964], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3700    loss: tensor([2.3965], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3800    loss: tensor([2.0888], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3900    loss: tensor([2.7396], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4000    loss: tensor([1.8722], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4100    loss: tensor([2.7698], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4200    loss: tensor([2.7453], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4300    loss: tensor([2.2953], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4400    loss: tensor([1.5657], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4500    loss: tensor([2.0186], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4600    loss: tensor([3.0931], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4700    loss: tensor([2.3759], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4800    loss: tensor([2.0331], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4900    loss: tensor([2.4068], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5000    loss: tensor([2.1399], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5100    loss: tensor([1.3241], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5200    loss: tensor([2.1208], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5300    loss: tensor([1.8637], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5400    loss: tensor([1.5622], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5500    loss: tensor([2.1334], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5600    loss: tensor([2.1636], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5700    loss: tensor([2.3181], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5800    loss: tensor([1.7871], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5900    loss: tensor([2.2612], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6000    loss: tensor([1.9388], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6100    loss: tensor([1.8483], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6200    loss: tensor([1.6594], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6300    loss: tensor([1.7927], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6400    loss: tensor([2.2441], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6500    loss: tensor([1.8622], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6600    loss: tensor([1.7557], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6700    loss: tensor([1.8916], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6800    loss: tensor([2.2203], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6900    loss: tensor([2.1956], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7000    loss: tensor([1.8605], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7100    loss: tensor([2.2675], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7200    loss: tensor([2.1742], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7300    loss: tensor([2.4055], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7400    loss: tensor([2.1271], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7500    loss: tensor([2.3622], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7600    loss: tensor([2.2984], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7700    loss: tensor([1.8119], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7800    loss: tensor([2.2257], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7900    loss: tensor([1.8882], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8000    loss: tensor([2.2762], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8100    loss: tensor([2.2281], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8200    loss: tensor([2.3383], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8300    loss: tensor([2.7280], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8400    loss: tensor([2.1147], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8500    loss: tensor([2.2945], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8600    loss: tensor([1.5242], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8700    loss: tensor([1.7663], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8800    loss: tensor([1.9907], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8900    loss: tensor([1.5814], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9000    loss: tensor([1.7594], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9100    loss: tensor([1.9804], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9200    loss: tensor([2.3171], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9300    loss: tensor([1.3396], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9400    loss: tensor([2.1972], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9500    loss: tensor([1.8225], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9600    loss: tensor([2.2978], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9700    loss: tensor([1.6745], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9800    loss: tensor([2.1258], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9900    loss: tensor([2.4762], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10000    loss: tensor([1.5273], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10100    loss: tensor([2.4858], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10200    loss: tensor([1.9909], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10300    loss: tensor([2.5909], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10400    loss: tensor([2.1959], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10500    loss: tensor([2.5825], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10600    loss: tensor([2.0192], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10700    loss: tensor([2.5786], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10800    loss: tensor([2.1142], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10900    loss: tensor([2.0529], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11000    loss: tensor([1.5609], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11100    loss: tensor([1.8660], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11200    loss: tensor([1.8481], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11300    loss: tensor([1.9957], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11400    loss: tensor([1.8754], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11500    loss: tensor([3.1174], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11600    loss: tensor([1.8962], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11700    loss: tensor([2.3783], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11800    loss: tensor([1.7802], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11900    loss: tensor([2.3690], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12000    loss: tensor([1.6113], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12100    loss: tensor([2.3068], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12200    loss: tensor([1.7281], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12300    loss: tensor([1.5880], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12400    loss: tensor([2.2153], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12500    loss: tensor([1.5611], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12600    loss: tensor([1.7658], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12700    loss: tensor([1.9083], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12800    loss: tensor([1.7735], device='cuda:0', grad_fn=<DivBackward0>)
Iter  12900    loss: tensor([2.2312], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13000    loss: tensor([1.6018], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13100    loss: tensor([1.7918], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13200    loss: tensor([1.6377], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13300    loss: tensor([1.5065], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13400    loss: tensor([1.9253], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13500    loss: tensor([1.5935], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13600    loss: tensor([1.7971], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13700    loss: tensor([1.4537], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13800    loss: tensor([1.7182], device='cuda:0', grad_fn=<DivBackward0>)
Iter  13900    loss: tensor([1.7005], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14000    loss: tensor([1.8315], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14100    loss: tensor([2.0290], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14200    loss: tensor([1.8838], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14300    loss: tensor([1.5309], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14400    loss: tensor([2.3309], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14500    loss: tensor([1.8091], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14600    loss: tensor([2.2041], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14700    loss: tensor([1.8472], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14800    loss: tensor([2.0958], device='cuda:0', grad_fn=<DivBackward0>)
Iter  14900    loss: tensor([2.0513], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15000    loss: tensor([1.7098], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15100    loss: tensor([2.0892], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15200    loss: tensor([1.4992], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15300    loss: tensor([3.1684], device='cuda:0', grad_fn=<DivBackward0>)
Iter  15400    loss: tensor([1.7550], device='cuda:0', grad_fn=<DivBackward0>)
Time use: 11330.944768000001
**********Testing...
The confusion matrix is saved in checkpoint/Con_Matrix.txt
Max accuracy's model is saved in  checkpoint/epoch_max_accuracy.pkl
The confusion matrix is saved in checkpoint/Con_Matrix.txt
Acc: 0.9549401116957279 ( 212711 / 222748 )    Max acc so far: 0.9549401116957279

----------- Epoch: 7 / 100  -----------
Iter  0    loss: tensor([10.7651], device='cuda:0', grad_fn=<AddBackward0>)
Iter  100    loss: tensor([1.7733], device='cuda:0', grad_fn=<DivBackward0>)
Iter  200    loss: tensor([2.1063], device='cuda:0', grad_fn=<DivBackward0>)
Iter  300    loss: tensor([1.7535], device='cuda:0', grad_fn=<DivBackward0>)
Iter  400    loss: tensor([1.7917], device='cuda:0', grad_fn=<DivBackward0>)
Iter  500    loss: tensor([1.5803], device='cuda:0', grad_fn=<DivBackward0>)
Iter  600    loss: tensor([1.9327], device='cuda:0', grad_fn=<DivBackward0>)
Iter  700    loss: tensor([1.3191], device='cuda:0', grad_fn=<DivBackward0>)
Iter  800    loss: tensor([1.8001], device='cuda:0', grad_fn=<DivBackward0>)
Iter  900    loss: tensor([1.2855], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1000    loss: tensor([1.4044], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1100    loss: tensor([1.8087], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1200    loss: tensor([1.5351], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1300    loss: tensor([1.3236], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1400    loss: tensor([1.7191], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1500    loss: tensor([1.6446], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1600    loss: tensor([2.1311], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1700    loss: tensor([1.6881], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1800    loss: tensor([1.9443], device='cuda:0', grad_fn=<DivBackward0>)
Iter  1900    loss: tensor([1.7866], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2000    loss: tensor([1.7220], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2100    loss: tensor([1.9149], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2200    loss: tensor([1.5223], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2300    loss: tensor([1.7502], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2400    loss: tensor([1.8275], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2500    loss: tensor([1.8548], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2600    loss: tensor([1.5638], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2700    loss: tensor([1.3929], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2800    loss: tensor([1.4581], device='cuda:0', grad_fn=<DivBackward0>)
Iter  2900    loss: tensor([1.5546], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3000    loss: tensor([1.4372], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3100    loss: tensor([1.6581], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3200    loss: tensor([1.9685], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3300    loss: tensor([1.5876], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3400    loss: tensor([1.4276], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3500    loss: tensor([1.2776], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3600    loss: tensor([1.5398], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3700    loss: tensor([1.7213], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3800    loss: tensor([1.4881], device='cuda:0', grad_fn=<DivBackward0>)
Iter  3900    loss: tensor([1.9635], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4000    loss: tensor([1.2015], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4100    loss: tensor([2.0475], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4200    loss: tensor([2.1281], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4300    loss: tensor([1.5973], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4400    loss: tensor([1.0500], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4500    loss: tensor([1.4010], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4600    loss: tensor([2.2719], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4700    loss: tensor([1.4845], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4800    loss: tensor([1.3109], device='cuda:0', grad_fn=<DivBackward0>)
Iter  4900    loss: tensor([1.6887], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5000    loss: tensor([1.4031], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5100    loss: tensor([1.0661], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5200    loss: tensor([1.5848], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5300    loss: tensor([1.3043], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5400    loss: tensor([1.3974], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5500    loss: tensor([1.6045], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5600    loss: tensor([1.5485], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5700    loss: tensor([1.6153], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5800    loss: tensor([1.2888], device='cuda:0', grad_fn=<DivBackward0>)
Iter  5900    loss: tensor([1.8905], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6000    loss: tensor([1.4180], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6100    loss: tensor([1.1320], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6200    loss: tensor([1.3062], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6300    loss: tensor([1.2682], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6400    loss: tensor([1.6638], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6500    loss: tensor([1.3511], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6600    loss: tensor([1.3405], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6700    loss: tensor([1.4664], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6800    loss: tensor([1.4795], device='cuda:0', grad_fn=<DivBackward0>)
Iter  6900    loss: tensor([1.6161], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7000    loss: tensor([1.3720], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7100    loss: tensor([1.4923], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7200    loss: tensor([1.4622], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7300    loss: tensor([1.6640], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7400    loss: tensor([1.3961], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7500    loss: tensor([1.5447], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7600    loss: tensor([1.6729], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7700    loss: tensor([1.2603], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7800    loss: tensor([1.5543], device='cuda:0', grad_fn=<DivBackward0>)
Iter  7900    loss: tensor([1.4325], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8000    loss: tensor([1.6205], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8100    loss: tensor([1.8371], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8200    loss: tensor([1.6898], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8300    loss: tensor([1.8612], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8400    loss: tensor([1.6154], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8500    loss: tensor([1.5793], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8600    loss: tensor([1.2297], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8700    loss: tensor([1.1315], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8800    loss: tensor([1.4162], device='cuda:0', grad_fn=<DivBackward0>)
Iter  8900    loss: tensor([1.1364], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9000    loss: tensor([1.1629], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9100    loss: tensor([1.4689], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9200    loss: tensor([1.7217], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9300    loss: tensor([1.0507], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9400    loss: tensor([1.2281], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9500    loss: tensor([1.1707], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9600    loss: tensor([1.5326], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9700    loss: tensor([1.1956], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9800    loss: tensor([1.4175], device='cuda:0', grad_fn=<DivBackward0>)
Iter  9900    loss: tensor([1.5372], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10000    loss: tensor([1.3373], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10100    loss: tensor([1.6282], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10200    loss: tensor([1.4263], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10300    loss: tensor([2.0453], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10400    loss: tensor([1.4367], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10500    loss: tensor([1.5844], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10600    loss: tensor([1.4264], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10700    loss: tensor([1.7783], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10800    loss: tensor([1.2824], device='cuda:0', grad_fn=<DivBackward0>)
Iter  10900    loss: tensor([1.4562], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11000    loss: tensor([1.1492], device='cuda:0', grad_fn=<DivBackward0>)
Iter  11100    loss: tensor([1.2723], device='cuda:0', grad_fn=<DivBackward0>)
